file_name,label
1675.png,82.67578
4063.png,36.634113
2765.png,79.82584
3570.png,64.16504
4742.png,58.10547
4916.png,69.56055
1076.png,63.224285
1791.png,29.21875
3090.png,46.67806
2570.png,84.00391
4768.png,76.5332
2833.png,26.59017
2434.png,31.349283
2393.png,58.658855
1937.png,40.64616
3169.png,46.78874
0215.png,73.10221
0069.png,33.00944
2436.png,26.17513
1220.png,58.465168
1030.png,39.677734
0696.png,39.926758
3347.png,20.5306
3531.png,29.357096
4566.png,51.90755
2633.png,72.32748
1868.png,52.239582
3253.png,55.753582
4530.png,63.41797
2480.png,40.812176
2360.png,47.03776
4778.png,39.954426
3404.png,56.52832
1728.png,63.777668
0462.png,89.17806
4130.png,61.09375
1217.png,76.20117
0691.png,28.361002
0531.png,58.575848
2525.png,50.08138
4164.png,43.745117
1635.png,16.68457
0795.png,63.80534
1612.png,41.448566
0810.png,78.88509
4071.png,56.58366
4704.png,56.777344
4568.png,58.963215
3555.png,51.935223
1980.png,48.50423
1029.png,38.045246
1571.png,53.54004
1081.png,39.124348
0679.png,72.35514
4655.png,67.48535
2891.png,60.76172
4519.png,68.896484
2319.png,40.424805
3854.png,70.833336
0165.png,68.149414
1315.png,36.1084
1836.png,39.179688
0403.png,24.957682
2180.png,44.658203
1928.png,49.36198
4308.png,10.292969
3675.png,23.269857
0673.png,45.21159
1777.png,46.484375
3544.png,34.89095
0270.png,57.496746
1231.png,44.492188
1599.png,51.27116
4974.png,36.136066
2175.png,37.076824
4117.png,52.70996
0346.png,15.7161455
3418.png,28.250326
1013.png,78.52539
0668.png,41.974285
4510.png,64.99512
3328.png,39.06901
0026.png,32.9541
4290.png,89.5931
2930.png,52.43327
2453.png,32.317707
0329.png,52.682293
1049.png,48.670246
2973.png,13.0598955
0429.png,48.255207
0974.png,42.942707
0733.png,40.839844
4401.png,44.990234
0170.png,17.84668
2953.png,23.463541
2717.png,73.51725
4214.png,72.05078
2726.png,63.611652
1407.png,29.24642
1446.png,64.026695
1932.png,74.375
2723.png,81.51367
3996.png,33.922527
2593.png,51.49251
3606.png,54.370117
0616.png,40.17578
3332.png,21.360678
1350.png,75.813805
0007.png,71.05469
0997.png,26.866861
0495.png,73.904625
2516.png,72.43815
3228.png,19.174805
0756.png,80.904945
4966.png,37.796223
3574.png,34.558918
4776.png,62.753906
0000.png,50.441082
2987.png,65.79752
4474.png,47.618816
1485.png,53.152668
4194.png,41.33789
1105.png,60.540363
4965.png,39.01367
2265.png,61.232098
1687.png,72.52116
3009.png,39.733074
3724.png,71.38672
2678.png,20.11556
3068.png,49.140625
3945.png,56.05794
2602.png,53.54004
2538.png,33.45215
4534.png,63.307293
0817.png,64.93978
1364.png,53.45703
1333.png,46.7334
3270.png,56.445312
3064.png,52.73763
0557.png,48.061523
1059.png,68.97949
3433.png,52.516277
2245.png,20.696615
4552.png,77.58463
4597.png,61.89616
2562.png,19.064127
4255.png,49.36198
2146.png,52.599285
3757.png,25.649414
0233.png,78.85742
0789.png,52.267254
2437.png,35.7487
0037.png,56.279297
3062.png,77.80599
3201.png,37.93457
3357.png,68.28776
2967.png,67.45768
2938.png,67.07031
1526.png,56.694336
3028.png,68.86881
4594.png,54.397785
1454.png,48.448895
3316.png,67.76205
3697.png,12.1744795
3244.png,73.461914
2817.png,44.68587
4910.png,42.250977
1256.png,50.690105
0841.png,63.583984
2305.png,44.187824
0948.png,57.74577
4184.png,51.27116
2297.png,44.79655
1444.png,23.850912
4697.png,42.55534
4790.png,63.500977
2670.png,74.0153
1113.png,47.646484
3088.png,48.94694
3719.png,57.939453
4394.png,82.5651
4557.png,30.989584
3925.png,43.357746
4614.png,55.947266
0642.png,33.673504
4848.png,31.044922
2210.png,48.697918
1175.png,86.82617
0369.png,81.67969
0153.png,81.70736
1840.png,26.94987
0790.png,55.642902
2669.png,52.65462
4000.png,75.95215
1337.png,67.23633
2182.png,53.51237
1600.png,76.560875
4678.png,71.16537
0778.png,64.71842
2548.png,47.34212
4809.png,56.500652
4709.png,37.685547
4372.png,32.456055
2896.png,36.05306
3962.png,18.898111
2339.png,57.884113
3428.png,64.91211
4897.png,52.156574
4681.png,49.66634
1992.png,42.83203
1394.png,52.571613
0376.png,47.674152
1060.png,44.243164
2768.png,86.82617
3277.png,87.10287
0488.png,48.670246
3203.png,43.081055
3256.png,33.83952
3008.png,41.503906
3055.png,69.339195
2137.png,57.081707
4806.png,49.99837
4295.png,24.62565
3360.png,56.47298
1159.png,65.714516
0799.png,63.777668
3363.png,29.772135
4193.png,41.531574
2800.png,27.254232
4496.png,38.6263
3359.png,74.70703
0965.png,84.944664
3058.png,30.242514
0603.png,69.80957
3853.png,21.388346
3131.png,50.88379
3794.png,58.935547
0071.png,46.67806
0860.png,55.642902
0999.png,41.69759
4969.png,72.936195
0784.png,39.733074
4512.png,52.128906
1703.png,35.00163
3855.png,44.630535
1226.png,70.52897
1955.png,62.449543
1733.png,85.99609
3519.png,45.764973
1889.png,44.04948
1473.png,89.81445
1191.png,46.954754
1819.png,34.558918
4741.png,78.63607
3977.png,61.89616
4458.png,70.833336
2104.png,43.772785
4935.png,75.34342
0435.png,72.10612
3917.png,46.18001
4956.png,40.065105
0166.png,45.598957
1124.png,17.09961
1145.png,73.10221
3263.png,62.283527
2139.png,52.405598
4261.png,66.26791
0729.png,40.31413
3812.png,53.89974
4489.png,49.33431
1308.png,38.29427
4990.png,67.78971
0820.png,60.512695
1036.png,75.066734
2222.png,85.30436
3492.png,66.572266
0413.png,82.20541
0783.png,87.90527
4890.png,24.62565
1440.png,61.398113
2925.png,61.674805
3272.png,50.85612
2519.png,56.55599
4190.png,88.62467
1173.png,34.420574
4070.png,89.15039
3576.png,33.39681
2681.png,74.23666
2073.png,42.638348
3063.png,70.47363
2343.png,34.448242
0099.png,49.223633
4580.png,20.613607
4096.png,48.61491
3326.png,92.36002
3872.png,65.29948
3856.png,74.18131
1270.png,61.78548
2259.png,29.384766
0023.png,74.18131
2295.png,88.873695
4389.png,50.08138
0708.png,64.85677
0704.png,29.21875
1311.png,65.02279
3346.png,84.944664
3985.png,51.96289
1790.png,57.496746
4060.png,79.13412
1636.png,27.226562
1895.png,56.002605
3381.png,52.599285
3752.png,43.745117
2220.png,52.958984
2628.png,52.543945
2186.png,58.299152
1511.png,90.83822
1405.png,56.417645
4495.png,62.61556
3976.png,60.73405
1651.png,46.567383
2787.png,94.87793
2312.png,59.101562
1619.png,78.44238
2512.png,66.240234
4817.png,94.85026
3429.png,50.579426
0388.png,56.19629
4626.png,60.208332
0865.png,27.586264
1934.png,86.60482
1346.png,41.974285
4961.png,16.075846
0490.png,24.597982
4960.png,43.27474
3857.png,67.90039
3656.png,60.900066
3584.png,66.54459
4860.png,70.694984
2829.png,63.113605
0345.png,81.15397
4545.png,33.479816
2491.png,37.98991
3006.png,36.274414
2279.png,49.2513
1905.png,52.0459
0621.png,36.38509
0380.png,74.07064
2424.png,56.030273
1306.png,36.689453
1271.png,72.02311
2042.png,55.36621
0192.png,89.20573
4406.png,68.038734
3225.png,72.16146
4547.png,47.369793
4842.png,47.978516
0338.png,37.713215
0758.png,20.364584
0595.png,68.39844
2664.png,67.48535
2951.png,43.71745
0021.png,54.75749
4249.png,39.622395
2143.png,46.484375
2331.png,86.99219
1815.png,76.1735
0666.png,35.22298
0101.png,55.39388
0476.png,94.32455
0903.png,48.64258
1448.png,60.042316
2642.png,25.206705
0651.png,25.926107
1544.png,73.793945
0248.png,82.42676
3513.png,38.543293
2867.png,79.65983
1181.png,70.97168
4113.png,56.002605
0697.png,29.135742
3653.png,57.856445
2233.png,52.37793
2445.png,44.79655
4565.png,61.730145
0460.png,28.49935
3314.png,22.633463
3963.png,47.203777
3717.png,69.44987
3798.png,73.046875
3538.png,40.812176
0273.png,55.03418
4281.png,52.820637
3763.png,72.07845
3218.png,35.942383
2572.png,45.10091
2945.png,45.322266
3986.png,26.645508
1848.png,27.364908
4434.png,45.598957
0299.png,43.911133
2923.png,88.237305
2450.png,69.39453
3460.png,54.34245
4313.png,66.59994
4948.png,40.397137
4743.png,53.40169
1194.png,46.899414
4526.png,33.39681
3762.png,41.171875
0608.png,70.1416
3829.png,41.088867
4839.png,59.627277
4241.png,68.038734
0082.png,28.416342
4588.png,35.056965
0128.png,24.210611
4425.png,70.36295
2614.png,9.905599
0121.png,52.73763
0656.png,39.89909
1054.png,48.91927
0585.png,25.40039
0381.png,63.05827
1943.png,50.302734
1898.png,70.833336
3267.png,22.910156
4779.png,13.170573
4506.png,39.84375
2890.png,49.057617
2805.png,61.398113
4098.png,56.11328
3677.png,28.305664
0883.png,25.013021
4604.png,29.799805
4037.png,51.437176
3291.png,43.689777
1795.png,43.828125
2384.png,70.72266
2780.png,70.44596
4527.png,87.79459
4771.png,64.35873
3874.png,87.711586
2798.png,46.124676
4324.png,59.848633
0175.png,49.085285
4202.png,66.240234
3100.png,28.05664
4338.png,42.666016
3565.png,70.501305
4239.png,46.3737
1390.png,75.260414
0872.png,14.747722
0229.png,74.956055
1143.png,45.98633
2907.png,54.010418
2699.png,59.350586
0446.png,34.337566
0900.png,46.124676
4390.png,76.67155
3020.png,63.999023
0421.png,80.73893
3192.png,53.51237
3946.png,56.9987
0009.png,43.772785
1486.png,62.836914
4490.png,53.982746
4289.png,56.91569
2711.png,65.1058
3112.png,67.845055
2329.png,83.782555
0117.png,74.541016
2796.png,57.41374
2058.png,77.944336
0443.png,61.398113
4972.png,50.994465
4586.png,72.13379
3095.png,84.97233
1735.png,65.29948
3622.png,54.28711
0991.png,81.34766
0180.png,42.195637
1640.png,66.10189
3989.png,63.639324
4407.png,59.57194
2662.png,59.073895
4914.png,80.84961
4536.png,94.37988
4719.png,53.014324
1411.png,38.487957
2132.png,48.83626
1642.png,55.117188
2262.png,58.990887
3464.png,38.76465
4343.png,77.501625
2177.png,65.65918
3422.png,83.69955
4471.png,69.532875
2573.png,49.832355
3744.png,70.52897
3618.png,40.53548
4745.png,78.41471
2683.png,21.720377
2369.png,59.46126
0241.png,79.106445
0627.png,54.121094
4131.png,45.62663
2964.png,24.597982
4915.png,55.200195
1897.png,29.855143
0231.png,77.197266
4094.png,53.429363
3784.png,26.368814
2455.png,45.10091
1508.png,25.483398
1180.png,40.64616
1949.png,82.64811
1930.png,84.97233
1055.png,16.131186
1839.png,70.44596
0830.png,56.05794
2623.png,62.20052
2287.png,50.13672
3541.png,75.34342
0364.png,43.164062
4982.png,20.226236
2096.png,82.03939
4575.png,24.459635
0360.png,67.67904
3076.png,68.12174
2866.png,33.3138
1888.png,47.12077
1115.png,91.80664
1286.png,70.94401
2097.png,63.639324
3395.png,54.868164
3047.png,57.74577
4380.png,60.01465
0497.png,58.49284
4659.png,65.60384
1576.png,41.0612
3801.png,54.5638
2554.png,57.579754
1844.png,64.49707
3065.png,56.14095
4868.png,63.583984
2216.png,51.27116
3902.png,85.96842
1384.png,43.496094
0513.png,45.045574
0218.png,32.483723
3061.png,60.34668
4606.png,53.982746
4466.png,41.69759
2755.png,48.338215
0664.png,69.975586
3539.png,49.555664
4039.png,57.33073
1785.png,20.198568
2978.png,38.40495
3255.png,51.658527
2166.png,17.87435
0249.png,43.219402
1406.png,54.176434
3073.png,37.906902
4810.png,46.78874
3156.png,74.430336
2546.png,36.77246
1853.png,29.689127
2181.png,56.94336
3837.png,12.700195
0754.png,25.234375
2344.png,50.05371
0263.png,63.251953
2162.png,70.33529
4562.png,47.895508
3627.png,64.71842
3960.png,28.637695
0881.png,42.250977
0770.png,55.117188
2430.png,53.374023
1097.png,36.966145
4587.png,86.05143
1773.png,82.177734
2378.png,49.278973
4777.png,59.488934
3148.png,83.256836
4978.png,85.96842
4306.png,46.70573
4929.png,42.306316
0950.png,55.144855
0293.png,60.983074
1017.png,59.23991
0246.png,21.526693
0410.png,73.60026
0199.png,63.113605
2996.png,52.29492
1734.png,39.42871
2806.png,54.314777
2902.png,76.78223
1157.png,24.376627
3638.png,46.456707
4563.png,42.610676
3702.png,48.863934
0001.png,78.248695
0416.png,30.961914
3807.png,75.34342
0906.png,52.682293
2253.png,71.442055
3809.png,60.34668
1441.png,67.87272
3325.png,44.87956
2736.png,90.6722
3182.png,35.00163
0116.png,54.64681
4572.png,62.20052
4284.png,83.782555
3415.png,39.262695
1870.png,54.176434
4411.png,33.45215
1100.png,89.34408
3278.png,84.55729
0387.png,55.476887
4492.png,41.310223
0324.png,16.961264
2876.png,55.144855
3736.png,45.128582
1504.png,38.432617
4139.png,49.168293
3586.png,81.18164
0386.png,73.18522
0328.png,33.535156
0224.png,89.01205
0383.png,79.30013
0988.png,47.203777
4840.png,40.037434
3195.png,68.3431
2641.png,21.000977
3941.png,52.35026
4907.png,77.99967
1875.png,20.724283
1381.png,82.509766
2713.png,42.195637
2630.png,30.076498
0425.png,23.048502
3271.png,39.926758
0548.png,57.137043
0615.png,17.154947
1588.png,54.868164
2574.png,67.48535
1678.png,48.22754
2542.png,19.617514
4695.png,37.076824
0143.png,59.95931
4807.png,53.374023
4850.png,80.268555
3585.png,61.86849
1291.png,81.0433
3444.png,34.226887
4505.png,49.99837
0537.png,49.69401
1314.png,81.20931
1135.png,59.54427
1522.png,51.57552
0655.png,44.07715
4997.png,55.31087
4126.png,69.14551
4802.png,58.188477
3303.png,64.773766
2497.png,39.705402
1227.png,36.44043
1805.png,29.882812
2495.png,33.286133
3234.png,27.420248
0230.png,69.4222
1265.png,80.73893
4236.png,75.260414
2759.png,52.79297
3772.png,53.678387
1715.png,77.47396
0543.png,50.219727
3974.png,64.663086
4233.png,40.701496
3587.png,20.86263
0750.png,50.717773
4128.png,57.081707
3535.png,51.049805
4342.png,53.318684
2686.png,36.71712
1042.png,37.381184
4775.png,79.02344
0347.png,40.67383
1596.png,58.465168
3044.png,56.832684
1481.png,44.04948
1903.png,81.59668
1005.png,39.78841
3703.png,38.34961
0822.png,55.08952
4502.png,14.471028
2280.png,47.895508
0892.png,47.840168
2238.png,29.827475
3366.png,46.429035
3016.png,37.353516
0250.png,84.97233
3209.png,56.80501
1099.png,46.069336
2373.png,71.69108
4404.png,73.32357
2845.png,61.979168
4062.png,74.319664
4930.png,54.536133
0633.png,48.531902
2522.png,75.14974
4821.png,50.330402
3549.png,74.26432
0969.png,61.09375
3079.png,69.83724
3637.png,64.52474
1209.png,56.86035
2153.png,54.508465
2005.png,33.645832
4859.png,49.611004
4119.png,74.45801
0863.png,29.467773
2306.png,40.397137
0428.png,27.420248
4393.png,59.378254
1471.png,52.01823
0552.png,24.32129
0213.png,38.847656
4332.png,47.093098
0459.png,95.29297
2085.png,61.37044
2910.png,25.455729
3709.png,92.30469
3909.png,60.872395
4882.png,43.357746
0486.png,50.911457
2934.png,54.14876
1787.png,39.15202
3268.png,46.3737
0524.png,95.12695
2975.png,51.658527
2963.png,58.90788
0138.png,63.00293
2839.png,10.791016
2889.png,64.8291
0932.png,64.80143
3067.png,64.220375
0960.png,61.259766
1412.png,22.273764
3761.png,58.02246
4315.png,55.172527
3645.png,75.56478
1560.png,40.729168
4415.png,68.149414
2608.png,53.89974
0705.png,64.35873
3903.png,58.603516
2266.png,60.62337
2174.png,92.22168
2921.png,37.851562
2056.png,17.569986
2788.png,17.957357
3729.png,62.394207
1901.png,67.76205
1771.png,29.882812
4337.png,49.057617
1298.png,47.48047
4540.png,78.3317
1465.png,49.943035
1967.png,36.77246
2299.png,33.922527
3458.png,67.319336
1340.png,36.71712
2079.png,19.31315
0407.png,57.884113
4998.png,57.41374
0351.png,38.653973
0605.png,27.226562
4051.png,17.514648
1639.png,60.40202
3249.png,40.452473
4926.png,62.560223
0851.png,29.384766
0949.png,47.203777
4755.png,49.195965
3979.png,40.67383
3556.png,37.740887
3161.png,38.902996
0747.png,16.850586
0614.png,37.713215
1670.png,29.882812
2021.png,43.24707
0190.png,88.79069
0411.png,35.776367
3273.png,31.515299
0356.png,47.148438
4805.png,47.286785
1611.png,22.993164
4651.png,33.147785
2915.png,79.99186
0154.png,56.94336
2420.png,84.44662
4413.png,34.724934
1104.png,50.717773
1468.png,66.9043
3819.png,84.529625
1824.png,39.01367
3620.png,21.360678
2638.png,27.586264
4280.png,46.29069
1829.png,59.046223
2377.png,28.748373
2303.png,93.05176
1470.png,59.65495
4216.png,35.721027
3378.png,22.052408
2178.png,44.243164
2101.png,24.487305
2353.png,72.189125
4548.png,71.38672
0844.png,71.85709
1169.png,37.049152
0787.png,51.852215
3337.png,63.860676
4399.png,39.954426
0259.png,60.76172
2348.png,38.155926
3284.png,55.172527
2100.png,81.29232
1414.png,69.228516
4835.png,65.9082
1865.png,64.4694
3578.png,54.121094
2745.png,45.598957
2514.png,59.627277
2004.png,42.55534
0297.png,67.40234
3773.png,75.4541
4058.png,54.840496
2505.png,83.256836
4532.png,72.65951
1802.png,54.97884
4993.png,44.40918
0735.png,85.94076
2513.png,43.413086
3352.png,53.733723
0895.png,56.80501
0842.png,75.813805
3935.png,48.393555
1592.png,40.065105
3390.png,66.95963
4516.png,71.11002
1681.png,30.104166
4472.png,75.0944
0771.png,72.27213
2418.png,35.721027
2928.png,52.875977
1326.png,28.582357
1847.png,43.081055
4052.png,55.117188
4630.png,43.219402
0801.png,54.14876
2281.png,25.179037
2541.png,75.0944
1282.png,78.08268
1859.png,35.69336
2235.png,24.459635
2183.png,52.931316
2150.png,35.66569
1260.png,42.749023
2427.png,33.673504
3942.png,38.487957
2095.png,65.13346
0809.png,71.38672
3550.png,61.84082
0902.png,36.246746
0559.png,54.397785
1127.png,14.8307295
4640.png,63.999023
4135.png,17.348633
4688.png,79.853516
4450.png,45.875652
0962.png,67.9834
1467.png,41.559246
3927.png,48.448895
2376.png,65.60384
4996.png,81.652016
3384.png,48.697918
2882.png,54.121094
0274.png,29.96582
3887.png,88.32031
0910.png,45.128582
4090.png,46.18001
3306.png,40.67383
2502.png,58.880207
4537.png,58.85254
0807.png,34.973957
4032.png,70.4183
0582.png,58.548176
0354.png,63.639324
1963.png,26.064453
1618.png,64.38639
3154.png,86.57715
3779.png,35.527344
4443.png,54.23177
2935.png,55.172527
2187.png,75.398766
0542.png,61.84082
0534.png,80.268555
3793.png,40.756836
2243.png,47.75716
0591.png,36.91081
2895.png,39.622395
0253.png,45.709637
2184.png,75.592445
4267.png,56.55599
0288.png,63.69466
4660.png,58.603516
1780.png,42.389324
1363.png,30.242514
3487.png,44.38151
0439.png,48.448895
0390.png,56.638996
0556.png,21.748047
2224.png,34.420574
4498.png,67.7067
2332.png,63.307293
3789.png,67.264
2604.png,36.44043
0022.png,67.81738
3581.png,68.7028
0134.png,28.610025
2841.png,63.999023
4209.png,72.299805
3194.png,14.083659
0209.png,39.01367
3094.png,30.214844
2038.png,14.8307295
2330.png,70.00326
0975.png,6.917318
1025.png,16.463217
0169.png,52.239582
4116.png,60.06999
2885.png,52.65462
0472.png,66.79362
4454.png,50.358074
3931.png,53.291016
4108.png,34.06087
1183.png,46.152344
2904.png,40.784504
1679.png,59.793293
0148.png,72.46582
1199.png,53.208008
4698.png,25.732422
4737.png,56.9987
2468.png,81.430664
3048.png,46.013996
1997.png,13.9453125
4247.png,41.39323
3202.png,52.156574
1319.png,48.531902
4024.png,63.36263
0448.png,34.14388
0088.png,40.25879
4664.png,39.733074
3186.png,45.737305
1613.png,15.218099
2031.png,22.74414
1849.png,55.200195
1408.png,63.69466
3933.png,55.42155
1683.png,56.52832
1353.png,12.312825
4872.png,23.13151
1095.png,82.5651
4909.png,79.742836
3403.png,72.742516
1982.png,50.717773
2422.png,14.996745
1926.png,40.53548
2838.png,60.789387
3700.png,32.89876
0310.png,20.08789
0525.png,48.753254
0136.png,54.5638
3099.png,47.314453
3019.png,69.975586
4862.png,71.96777
3693.png,48.310547
2578.png,83.2015
3929.png,60.844727
3876.png,58.963215
0265.png,87.57324
3254.png,58.82487
2821.png,57.386066
1727.png,72.96387
0302.png,79.02344
3440.png,65.46549
1832.png,70.66732
3686.png,53.208008
2549.png,55.39388
4377.png,43.745117
4036.png,71.71875
3685.png,66.73828
0835.png,86.328125
4035.png,41.144207
2835.png,40.67383
0402.png,57.247723
4100.png,92.19401
0499.png,69.947914
3389.png,38.21126
1770.png,64.71842
0378.png,59.682617
0422.png,17.016602
4602.png,64.635414
3040.png,41.69759
3690.png,38.432617
3348.png,50.662434
0766.png,89.288734
2247.png,51.437176
2053.png,37.24284
1804.png,61.619465
4815.png,39.871418
3096.png,53.40169
3471.png,45.90332
4706.png,47.34212
4452.png,40.64616
2428.png,40.563152
2192.png,53.761395
1397.png,83.976234
0954.png,72.32748
0261.png,41.088867
4157.png,74.07064
2469.png,94.79492
0667.png,57.27539
1696.png,87.76693
2941.png,45.598957
4040.png,50.302734
4244.png,38.986004
2407.png,40.286457
0254.png,92.802734
0207.png,77.307945
1970.png,50.164387
4525.png,69.25619
3045.png,66.76595
1376.png,67.78971
3723.png,47.369793
1691.png,53.041992
0450.png,58.76953
2321.png,54.64681
0269.png,83.58887
1558.png,46.31836
3664.png,80.62826
3010.png,37.270508
0337.png,31.349283
2908.png,85.3597
0020.png,82.86947
3528.png,44.934895
3084.png,42.610676
4145.png,43.19173
0216.png,55.919598
2323.png,65.99121
0743.png,62.97526
1040.png,29.882812
1783.png,77.05892
3739.png,24.570312
3321.png,28.139648
3624.png,76.118164
4728.png,39.982098
0753.png,49.943035
2128.png,63.639324
3394.png,45.43294
1862.png,32.539062
1334.png,75.4541
2315.png,41.503906
1855.png,59.018555
2257.png,19.064127
4446.png,66.876625
3247.png,26.396484
0500.png,65.13346
3343.png,76.03516
0583.png,67.51302
3242.png,52.516277
3745.png,72.05078
